iter,tau_e,Re_B,Re_T,Re_L,lambda_t,eta_cell,eta_domain,kmax_eta_cell,kmax_eta_domain,L_TKE,ils,eps0,TKE,u_rms,frac_x,frac_y,frac_z
156000,  2.623406E+03,  4.281064E+02,  4.926602E+01,  1.076803E+02,  1.473010E+01,  1.066373E+00,  5.234546E-02,  3.350110E+00,  3.350110E+00,  8.887892E+01,  3.219545E+01,  3.820542E-08,  2.259171E-04,  1.227238E-02,  3.251756E-01,  3.469207E-01,  3.279037E-01
157000,  2.703099E+03,  4.250237E+02,  5.007830E+01,  1.093592E+02,  1.508156E+01,  1.082926E+00,  5.315801E-02,  3.402112E+00,  3.402112E+00,  9.249997E+01,  3.293459E+01,  3.592249E-08,  2.226753E-04,  1.218401E-02,  2.904190E-01,  3.712275E-01,  3.383535E-01
158000,  2.773737E+03,  4.255546E+02,  5.146133E+01,  1.124976E+02,  1.547874E+01,  1.096408E+00,  5.381983E-02,  3.444469E+00,  3.444469E+00,  9.755788E+01,  3.383746E+01,  3.418787E-08,  2.232319E-04,  1.219923E-02,  2.832110E-01,  3.534758E-01,  3.633131E-01
159000,  2.836733E+03,  4.285777E+02,  5.305732E+01,  1.166930E+02,  1.584622E+01,  1.105428E+00,  5.426255E-02,  3.472803E+00,  3.472803E+00,  1.029714E+02,  3.485180E+01,  3.308571E-08,  2.264147E-04,  1.228589E-02,  2.980162E-01,  3.086846E-01,  3.932991E-01
160000,  2.867909E+03,  4.342580E+02,  5.631438E+01,  1.211234E+02,  1.659898E+01,  1.123955E+00,  5.517202E-02,  3.531009E+00,  3.531009E+00,  1.144844E+02,  3.570182E+01,  3.095748E-08,  2.324563E-04,  1.244873E-02,  3.291133E-01,  2.662971E-01,  4.045896E-01
161000,  2.839096E+03,  4.420664E+02,  5.966949E+01,  1.242574E+02,  1.727726E+01,  1.136517E+00,  5.578864E-02,  3.570473E+00,  3.570473E+00,  1.262620E+02,  3.597864E+01,  2.961134E-08,  2.408910E-04,  1.267257E-02,  3.575070E-01,  2.554409E-01,  3.870521E-01
162000,  2.787780E+03,  4.505856E+02,  6.188919E+01,  1.267594E+02,  1.758116E+01,  1.135579E+00,  5.574259E-02,  3.567526E+00,  3.567526E+00,  1.332625E+02,  3.600916E+01,  2.970930E-08,  2.502651E-04,  1.291679E-02,  3.716816E-01,  2.521765E-01,  3.761419E-01
163000,  2.762988E+03,  4.584334E+02,  6.271271E+01,  1.300465E+02,  1.751013E+01,  1.123541E+00,  5.515167E-02,  3.529707E+00,  3.529707E+00,  1.344902E+02,  3.631052E+01,  3.100321E-08,  2.590587E-04,  1.314176E-02,  3.705972E-01,  2.711634E-01,  3.582394E-01
164000,  2.740933E+03,  4.644675E+02,  6.322276E+01,  1.324269E+02,  1.742321E+01,  1.113444E+00,  5.465607E-02,  3.497989E+00,  3.497989E+00,  1.349109E+02,  3.649480E+01,  3.214308E-08,  2.659233E-04,  1.331474E-02,  3.496942E-01,  3.053551E-01,  3.449508E-01
165000,  2.694286E+03,  4.689864E+02,  6.346412E+01,  1.327185E+02,  1.732120E+01,  1.104819E+00,  5.423267E-02,  3.470891E+00,  3.470891E+00,  1.346331E+02,  3.622273E+01,  3.315868E-08,  2.711228E-04,  1.344428E-02,  3.411509E-01,  3.202900E-01,  3.385592E-01
166000,  2.640521E+03,  4.730723E+02,  6.321728E+01,  1.323463E+02,  1.710481E+01,  1.093144E+00,  5.365960E-02,  3.434215E+00,  3.434215E+00,  1.324341E+02,  3.580917E+01,  3.459803E-08,  2.758676E-04,  1.356141E-02,  3.120259E-01,  3.465725E-01,  3.414016E-01
167000,  2.616148E+03,  4.773691E+02,  6.295671E+01,  1.335175E+02,  1.688098E+01,  1.081070E+00,  5.306691E-02,  3.396282E+00,  3.396282E+00,  1.301624E+02,  3.580089E+01,  3.616980E-08,  2.809017E-04,  1.368458E-02,  2.886513E-01,  3.770289E-01,  3.343198E-01
168000,  2.626930E+03,  4.837672E+02,  6.434148E+01,  1.376857E+02,  1.702412E+01,  1.078441E+00,  5.293783E-02,  3.388021E+00,  3.388021E+00,  1.341533E+02,  3.643026E+01,  3.652385E-08,  2.884819E-04,  1.386799E-02,  2.786487E-01,  3.905801E-01,  3.307712E-01
